timestamp,ip,cnt_last_1m,cnt_last_5m,cnt_last_15m,succ_count,fail_count,total_count,fail_rate,event_user,event_result,hour,is_night,failed_streak,unique_users_last_5m,avg_interarrival_seconds,log1p_cnt_last_1m,log1p_cnt_last_5m,log1p_cnt_last_15m,log1p_succ_count,log1p_fail_count,log1p_total_count,log1p_unique_users_last_5m,log1p_avg_interarrival_seconds,pred_prob,pred_label
2025-10-01 00:13:00,10.0.0.1,1,16,143,0,0,10,0.0967342814364667,charlie,failed,0,1,1.0,1,228.0,0.6931471805599453,2.833213344056216,4.969813299576001,0.0,0.0,2.3978952727983707,0.6931471805599453,5.43372200355424,0.84,1
2025-10-01 00:17:00,10.0.0.1,1,27,121,7,1,3,0.8321606896654004,bob,success,0,1,-1.0,2,240.0,0.6931471805599453,3.332204510175204,4.804021044733257,2.0794415416798357,0.6931471805599453,1.3862943611198906,1.0986122886681096,5.484796933490655,0.42,1
2025-10-01 00:19:00,10.0.0.1,9,6,99,7,1,7,0.7345898843029105,alice,success,0,1,-1.0,2,180.0,2.302585092994046,1.9459101490553132,4.605170185988092,2.0794415416798357,0.6931471805599453,2.0794415416798357,1.0986122886681096,5.198497031265826,0.33,1
2025-10-01 00:25:00,10.0.0.1,3,35,125,1,4,11,0.7871489949198534,dave,success,0,1,-4.0,1,240.0,1.3862943611198906,3.58351893845611,4.836281906951478,0.6931471805599453,1.6094379124341003,2.4849066497880004,0.6931471805599453,5.484796933490655,0.85,1
2025-10-01 00:26:00,10.0.0.1,9,13,22,9,4,11,0.8896171135507356,dave,failed,0,1,2.0,1,195.0,2.302585092994046,2.639057329615259,3.1354942159291497,2.302585092994046,1.6094379124341003,2.4849066497880004,0.6931471805599453,5.278114659230518,0.23,1
2025-10-01 00:28:00,10.0.0.1,4,30,119,6,2,14,0.919835478238367,alice,failed,0,1,3.0,2,180.0,1.6094379124341003,3.4339872044851463,4.787491742782046,1.9459101490553132,1.0986122886681096,2.70805020110221,1.0986122886681096,5.198497031265826,0.18,1
2025-10-01 00:31:00,10.0.0.1,4,3,106,7,3,11,0.1129894448643051,bob,success,0,1,-4.0,3,168.0,1.6094379124341003,1.3862943611198906,4.672828834461906,2.0794415416798357,1.3862943611198906,2.4849066497880004,1.3862943611198906,5.1298987149230735,0.85,1
2025-10-01 00:33:00,10.0.0.1,2,11,25,7,3,4,0.3086925332319816,bob,success,0,1,-4.0,2,168.0,1.0986122886681096,2.4849066497880004,3.258096538021482,2.0794415416798357,1.3862943611198906,1.6094379124341003,1.0986122886681096,5.1298987149230735,0.12,1
2025-10-01 00:38:00,10.0.0.1,2,13,123,7,3,10,0.2356702586835025,dave,success,0,1,-4.0,2,156.0,1.0986122886681096,2.639057329615259,4.820281565605037,2.0794415416798357,1.3862943611198906,2.3978952727983707,1.0986122886681096,5.056245805348308,0.48,1
2025-10-01 00:41:00,10.0.0.1,6,31,9,4,4,2,0.9467994561074528,alice,failed,0,1,4.0,2,180.0,1.9459101490553132,3.4657359027997265,2.302585092994046,1.6094379124341003,1.6094379124341003,1.0986122886681096,1.0986122886681096,5.198497031265826,0.32,1
2025-10-01 00:42:00,10.0.0.1,2,6,113,2,4,1,0.4146517712407258,dave,success,0,1,-5.0,2,168.0,1.0986122886681096,1.9459101490553132,4.736198448394496,1.0986122886681096,1.6094379124341003,0.6931471805599453,1.0986122886681096,5.1298987149230735,0.24,1
2025-10-01 00:43:00,10.0.0.1,8,8,77,9,0,10,0.0728180679824007,charlie,success,0,1,-5.0,3,144.0,2.1972245773362196,2.1972245773362196,4.356708826689592,2.302585092994046,0.0,2.3978952727983707,1.3862943611198906,4.976733742420574,0.29,1
2025-10-01 00:50:00,10.0.0.1,1,7,135,6,0,13,0.2469168742351623,charlie,success,0,1,-6.0,1,204.0,0.6931471805599453,2.0794415416798357,4.912654885736052,1.9459101490553132,0.0,2.639057329615259,0.6931471805599453,5.3230099791384085,0.89,1
2025-10-01 00:55:00,10.0.0.1,5,19,126,0,0,14,0.4289497468151535,bob,success,0,1,-6.0,2,204.0,1.791759469228055,2.995732273553991,4.844187086458591,0.0,0.0,2.70805020110221,1.0986122886681096,5.3230099791384085,0.28,1
2025-10-01 01:01:00,10.0.0.1,2,10,8,1,2,4,0.0475450077461577,charlie,success,1,1,-7.0,1,240.0,1.0986122886681096,2.3978952727983707,2.1972245773362196,0.6931471805599453,1.0986122886681096,1.6094379124341003,0.6931471805599453,5.484796933490655,0.33,1
2025-10-01 01:05:00,10.0.0.1,4,12,102,2,2,9,0.3651454845546282,alice,success,1,1,-7.0,2,276.0,1.6094379124341003,2.5649493574615367,4.634728988229636,1.0986122886681096,1.0986122886681096,2.302585092994046,1.0986122886681096,5.6240175061873385,0.6,1
2025-10-01 01:16:00,10.0.0.1,1,44,139,9,4,12,0.0826019186204211,dave,success,1,1,-9.0,1,396.0,0.6931471805599453,3.8066624897703196,4.941642422609304,2.302585092994046,1.6094379124341003,2.5649493574615367,0.6931471805599453,5.983936280687191,0.07,1
2025-10-01 01:18:00,10.0.0.1,2,36,114,1,1,5,0.410460956635812,dave,success,1,1,-9.0,1,336.0,1.0986122886681096,3.6109179126442243,4.74493212836325,0.6931471805599453,0.6931471805599453,1.791759469228055,0.6931471805599453,5.820082930352362,0.69,1
2025-10-01 01:19:00,10.0.0.1,8,29,34,7,3,9,0.0092154901849842,bob,success,1,1,-9.0,2,288.0,2.1972245773362196,3.4011973816621555,3.5553480614894135,2.0794415416798357,1.3862943611198906,2.302585092994046,1.0986122886681096,5.666426688112432,0.8,1
2025-10-01 01:26:00,10.0.0.1,9,21,29,9,0,6,0.6917140864739529,alice,success,1,1,-11.0,1,300.0,2.302585092994046,3.091042453358316,3.4011973816621555,2.302585092994046,0.0,1.9459101490553132,0.6931471805599453,5.707110264748875,0.69,1
2025-10-01 01:32:00,10.0.0.1,4,46,17,7,4,12,0.8882171377840804,alice,failed,1,1,5.0,1,324.0,1.6094379124341003,3.8501476017100584,2.8903717578961645,2.0794415416798357,1.6094379124341003,2.5649493574615367,0.6931471805599453,5.783825182329737,0.29,1
2025-10-01 01:35:00,10.0.0.1,7,4,14,4,4,5,0.6340620601781602,charlie,success,1,1,-12.0,2,228.0,2.0794415416798357,1.6094379124341003,2.70805020110221,1.6094379124341003,1.6094379124341003,1.791759469228055,1.0986122886681096,5.43372200355424,0.39,1
2025-10-01 01:39:00,10.0.0.1,1,35,52,0,2,2,0.8727903812958241,bob,success,1,1,-13.0,2,252.0,0.6931471805599453,3.58351893845611,3.970291913552122,0.0,1.0986122886681096,1.0986122886681096,1.0986122886681096,5.53338948872752,0.25,1
2025-10-01 01:41:00,10.0.0.1,4,18,108,5,1,10,0.5149525836928674,alice,success,1,1,-13.0,2,264.0,1.6094379124341003,2.9444389791664403,4.6913478822291435,1.791759469228055,0.6931471805599453,2.3978952727983707,1.0986122886681096,5.579729825986222,0.57,1
2025-10-01 01:46:00,10.0.0.1,8,41,45,8,1,9,0.1401316231559521,dave,success,1,1,-14.0,2,240.0,2.1972245773362196,3.7376696182833684,3.828641396489095,2.1972245773362196,0.6931471805599453,2.302585092994046,1.0986122886681096,5.484796933490655,0.54,1
2025-10-01 01:50:00,10.0.0.1,3,8,106,8,2,10,0.3602364630058426,bob,success,1,1,-15.0,2,216.0,1.3862943611198906,2.1972245773362196,4.672828834461906,2.1972245773362196,1.0986122886681096,2.3978952727983707,1.0986122886681096,5.37989735354046,0.3,1
2025-10-01 01:55:00,10.0.0.1,2,7,100,2,0,6,0.0980687144473867,alice,success,1,1,-15.0,2,240.0,1.0986122886681096,2.0794415416798357,4.61512051684126,1.0986122886681096,0.0,1.9459101490553132,1.0986122886681096,5.484796933490655,0.33,1
2025-10-01 02:01:00,10.0.0.1,4,0,42,2,1,4,0.7179413795417038,charlie,success,2,1,-16.0,1,264.0,1.6094379124341003,0.0,3.7612001156935624,1.0986122886681096,0.6931471805599453,1.6094379124341003,0.6931471805599453,5.579729825986222,0.24,1
2025-10-01 02:11:00,10.0.0.1,6,47,41,0,1,1,0.7049099649217362,bob,success,2,1,-17.0,1,360.0,1.9459101490553132,3.8712010109078907,3.7376696182833684,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,5.8888779583328805,0.73,1
2025-10-01 02:12:00,10.0.0.1,0,44,57,0,4,1,0.931622829826957,alice,success,2,1,-17.0,2,312.0,0.0,3.8066624897703196,4.060443010546419,0.0,1.6094379124341003,0.6931471805599453,1.0986122886681096,5.746203190540153,0.71,1
2025-10-01 02:13:00,10.0.0.1,7,9,69,1,0,1,0.3151909993623097,alice,success,2,1,-17.0,2,276.0,2.0794415416798357,2.302585092994046,4.248495242049359,0.6931471805599453,0.0,0.6931471805599453,1.0986122886681096,5.6240175061873385,0.54,1
2025-10-01 02:14:00,10.0.0.1,9,37,50,8,0,5,0.4696586476515381,charlie,success,2,1,-17.0,3,228.0,2.302585092994046,3.6375861597263857,3.9318256327243257,2.1972245773362196,0.0,1.791759469228055,1.3862943611198906,5.43372200355424,0.8,1
2025-10-01 02:15:00,10.0.0.1,3,19,24,8,2,13,0.809144482074424,alice,success,2,1,-17.0,3,168.0,1.3862943611198906,2.995732273553991,3.2188758248682006,2.1972245773362196,1.0986122886681096,2.639057329615259,1.3862943611198906,5.1298987149230735,0.7,1
2025-10-01 02:19:00,10.0.0.1,3,20,132,9,4,13,0.875878240126285,dave,success,2,1,-17.0,3,96.0,1.3862943611198906,3.044522437723423,4.890349128221754,2.302585092994046,1.6094379124341003,2.639057329615259,1.3862943611198906,4.574710978503383,0.15,1
2025-10-01 02:20:00,10.0.0.1,5,14,13,6,3,11,0.9862613321340328,bob,success,2,1,-17.0,3,96.0,1.791759469228055,2.70805020110221,2.639057329615259,1.9459101490553132,1.3862943611198906,2.4849066497880004,1.3862943611198906,4.574710978503383,0.24,1
2025-10-01 02:25:00,10.0.0.1,2,45,121,7,3,14,0.8834529960582701,alice,success,2,1,-19.0,2,144.0,1.0986122886681096,3.828641396489095,4.804021044733257,2.0794415416798357,1.3862943611198906,2.70805020110221,1.0986122886681096,4.976733742420574,0.31,1
2025-10-01 02:30:00,10.0.0.1,4,34,34,3,0,9,0.0441651083706154,charlie,success,2,1,-19.0,2,192.0,1.6094379124341003,3.5553480614894135,3.5553480614894135,1.3862943611198906,0.0,2.302585092994046,1.0986122886681096,5.262690188904886,0.57,1
2025-10-01 02:33:00,10.0.0.1,1,45,148,6,1,4,0.7528671118464605,dave,success,2,1,-20.0,2,216.0,0.6931471805599453,3.828641396489095,5.003946305945459,1.9459101490553132,0.6931471805599453,1.6094379124341003,1.0986122886681096,5.37989735354046,0.35,1
2025-10-01 02:35:00,10.0.0.1,8,44,106,8,0,14,0.4692482805366379,bob,success,2,1,-20.0,3,192.0,2.1972245773362196,3.8066624897703196,4.672828834461906,2.1972245773362196,0.0,2.70805020110221,1.3862943611198906,5.262690188904886,0.53,1
2025-10-01 02:40:00,10.0.0.1,3,34,149,3,4,12,0.560435240105133,bob,success,2,1,-20.0,1,240.0,1.3862943611198906,3.5553480614894135,5.0106352940962555,1.3862943611198906,1.6094379124341003,2.5649493574615367,0.6931471805599453,5.484796933490655,0.17,1
2025-10-01 02:43:00,10.0.0.1,6,11,102,9,2,11,0.1319665788435787,bob,success,2,1,-21.0,1,216.0,1.9459101490553132,2.4849066497880004,4.634728988229636,2.302585092994046,1.0986122886681096,2.4849066497880004,0.6931471805599453,5.37989735354046,0.91,1
